Open,High,Low,Close,Adj Close,Volume,Date
32.330002,32.459999,30.889999,31.129999,30.510788,275200,2021-07-06
30.74,31.469999,30.424999,30.73,30.118746,591900,2021-07-07
30.01,30.9,28.969999,29.83,29.236647,544200,2021-07-08
30.200001,30.93,29.889999,30.799999,30.187349,315500,2021-07-09
30.709999,31.280001,30.299999,30.950001,30.33437,316800,2021-07-12
30.559999,30.73,29.215,29.4,28.815199,289700,2021-07-13
29.370001,29.899,28.629999,28.73,28.158524,249100,2021-07-14
28.59,28.99,27.9,27.98,27.423445,375000,2021-07-15
28.309999,29.190001,28.01,28.17,27.609665,255900,2021-07-16
27.290001,28.15,27.049999,27.370001,26.825581,280700,2021-07-19
27.48,29.09,27.07,28.540001,27.972309,358400,2021-07-20
28.799999,29.65,28.545,28.98,28.403553,224600,2021-07-21
28.51,28.700001,27.58,27.799999,27.247026,188100,2021-07-22
27.860001,28.0,26.700001,27.290001,26.747171,361100,2021-07-23
27.65,28.219999,27.0,27.719999,27.168615,503500,2021-07-26
30.6,30.75,28.334999,30.129999,29.530678,653100,2021-07-27
30.559999,30.559999,28.540001,28.639999,28.070316,408000,2021-07-28
28.99,29.594999,28.48,28.52,27.952703,583600,2021-07-29
28.5,29.219999,28.5,28.870001,28.295742,234000,2021-07-30
29.040001,29.790001,28.75,28.790001,28.217335,253900,2021-08-02
28.950001,29.549999,28.620001,29.200001,28.619179,278900,2021-08-03
28.639999,29.34,27.469999,27.610001,27.060804,168500,2021-08-04
28.07,28.450001,27.73,27.959999,27.403843,226600,2021-08-05
28.18,28.48,27.6,27.65,27.10001,135700,2021-08-06
27.459999,27.610001,26.9,26.98,26.443336,240900,2021-08-09
26.879999,28.1,26.84,27.860001,27.305832,218400,2021-08-10
27.860001,28.709999,27.790001,28.67,28.09972,276000,2021-08-11
28.84,29.67,28.280001,29.459999,28.874006,292500,2021-08-12
29.34,30.25,29.190001,29.24,28.658382,321400,2021-08-13
28.860001,29.200001,27.77,27.799999,27.247026,212400,2021-08-16
27.610001,28.219999,27.309999,27.799999,27.247026,381100,2021-08-17
27.57,29.02,27.57,28.23,27.668474,247300,2021-08-18
27.85,28.73,27.700001,28.299999,27.737078,349100,2021-08-19
28.209999,29.0,27.945,28.110001,27.550861,402800,2021-08-20
28.33,28.530001,26.74,26.91,26.374727,255100,2021-08-23
26.969999,28.110001,26.66,27.98,27.423445,252900,2021-08-24
28.040001,28.530001,27.459999,27.540001,26.992197,158900,2021-08-25
27.48,27.889999,26.870001,26.959999,26.423731,218900,2021-08-26
26.950001,27.809999,26.879999,27.59,27.041204,341900,2021-08-27
27.540001,28.16,27.5,27.889999,27.335234,251400,2021-08-30
27.82,28.01,26.370001,26.52,25.992487,309300,2021-08-31
26.709999,27.48,26.6,26.9,26.364927,270100,2021-09-01
27.24,27.24,26.309999,26.549999,26.021891,182000,2021-09-02
26.76,26.870001,26.309999,26.85,26.315922,184300,2021-09-03
26.6,26.969999,26.35,26.42,25.894476,187500,2021-09-07
26.34,26.620001,26.049999,26.34,25.816067,186900,2021-09-08
26.139999,27.09,26.139999,26.690001,26.159107,165400,2021-09-09
27.07,27.16,26.139999,26.23,25.708252,180500,2021-09-10
26.309999,26.68,25.934999,26.57,26.041492,196600,2021-09-13
26.66,26.969999,25.690001,25.860001,25.345615,219200,2021-09-14
25.700001,26.290001,25.559999,26.16,25.73918,227200,2021-09-15
26.24,26.610001,26.0,26.4,25.975319,188600,2021-09-16
26.49,27.209999,26.18,26.93,26.496794,990200,2021-09-17
26.33,26.690001,25.93,26.639999,26.211458,244300,2021-09-20
26.77,26.945,26.201,26.68,26.250814,222100,2021-09-21
26.940001,27.674999,26.780001,27.5,27.057625,166000,2021-09-22
27.719999,28.715,27.65,27.799999,27.352798,175600,2021-09-23
27.440001,27.870001,27.33,27.52,27.077303,133200,2021-09-24
27.76,29.315001,27.525,28.85,28.385906,168600,2021-09-27
28.85,29.135,28.1,28.110001,27.657814,141500,2021-09-28
28.32,29.0,27.92,28.49,28.031698,158200,2021-09-29
28.530001,28.530001,27.43,27.540001,27.096981,141100,2021-09-30
27.6,28.559999,27.58,28.1,27.64797,160500,2021-10-01
27.99,28.309999,27.469999,27.6,27.156017,146800,2021-10-04
27.67,28.23,27.378,27.92,27.470867,182700,2021-10-05
27.540001,27.879999,27.08,27.540001,27.096981,138400,2021-10-06
27.709999,28.23,27.66,28.200001,27.746365,147400,2021-10-07
28.27,28.299999,27.860001,27.950001,27.500387,92200,2021-10-08
27.99,28.209999,27.620001,27.620001,27.175694,69800,2021-10-11
27.75,27.969999,27.23,27.280001,26.841166,129000,2021-10-12
27.24,27.341,26.459999,26.84,26.408241,125100,2021-10-13
27.26,27.82,26.9,27.620001,27.175694,131900,2021-10-14
28.25,28.25,27.450001,27.48,27.037947,105700,2021-10-15
27.48,28.57,27.41,28.280001,27.825079,147700,2021-10-18
28.33,28.84,28.26,28.51,28.051378,134100,2021-10-19
28.469999,29.349001,28.469999,29.209999,28.740114,133700,2021-10-20
29.33,29.940001,29.209999,29.48,29.005772,140500,2021-10-21
29.639999,30.440001,29.23,30.299999,29.812582,232000,2021-10-22
30.52,31.690001,29.84,31.040001,30.540680000000002,312900,2021-10-25
29.950001,30.049999,24.0,24.24,23.850065,1351200,2021-10-26
23.76,24.110001,22.264,23.200001,22.826796,663000,2021-10-27
23.450001,23.82,22.889999,23.110001,22.738245,393600,2021-10-28
23.030001,23.77,23.030001,23.389999,23.013739,254700,2021-10-29
23.42,25.43,23.4,25.309999,24.902853,302600,2021-11-01
25.379999,25.66,24.889999,25.59,25.178350000000002,260600,2021-11-02
25.379999,26.690001,25.26,26.58,26.152424,252100,2021-11-03
26.280001,26.700001,24.889999,25.200001,24.794624,317500,2021-11-04
25.549999,26.190001,25.35,25.6,25.188189,214600,2021-11-05
26.68,27.42,26.468,26.93,26.496794,301100,2021-11-08
26.35,27.1,26.094,26.389999,25.965481,234200,2021-11-09
26.299999,27.0,25.959999,26.129999,25.70966,183600,2021-11-10
26.16,26.639999,26.16,26.540001,26.11307,131500,2021-11-11
26.6,26.76,26.115,26.27,25.84741,77400,2021-11-12
26.4,26.4,25.620001,25.75,25.335775,117100,2021-11-15
25.469999,25.731001,25.174999,25.23,24.824141,147000,2021-11-16
25.389999,25.389999,24.834999,25.08,24.676554,142900,2021-11-17
24.98,25.68,24.82,25.65,25.237383,209400,2021-11-18
25.4,25.49,24.75,25.26,24.853657,168900,2021-11-19
25.5,26.360001,25.040001,25.43,25.020924,298900,2021-11-22
25.190001,26.120001,25.09,25.16,24.755266,162800,2021-11-23
24.75,25.379999,24.139999,24.92,24.519127,191200,2021-11-24
24.02,24.440001,23.549999,24.059999,23.67296,192400,2021-11-26
24.360001,24.73,23.940001,24.1,23.712318,348900,2021-11-29
23.5,23.555,22.139999,22.200001,21.842884,414400,2021-11-30
22.82,23.200001,21.85,21.889999,21.537868,308500,2021-12-01
22.120001,22.959999,22.120001,22.85,22.482426,219400,2021-12-02
23.0,23.25,22.66,22.809999,22.443069,267100,2021-12-03
23.34,24.129999,22.860001,23.85,23.466341,367700,2021-12-06
24.110001,24.299999,23.5,23.870001,23.486019,255200,2021-12-07
23.98,24.65,23.73,24.6,24.204277,181600,2021-12-08
24.49,24.91,24.309999,24.379999,23.987811999999998,162400,2021-12-09
24.4,24.620001,23.98,24.35,23.958296,213600,2021-12-10
24.200001,24.292999000000002,23.459999,23.620001,23.24004,249500,2021-12-13
23.299999,24.16,23.25,23.559999,23.181004,349500,2021-12-14
23.32,23.76,22.690001,23.719999,23.437912,367000,2021-12-15
23.940001,24.219999,23.440001,23.549999,23.269934,362900,2021-12-16
23.549999,24.18,23.129999,24.049999,23.763988,856000,2021-12-17
23.65,23.68,22.950001,23.450001,23.171124,228200,2021-12-20
23.84,24.5,23.84,24.219999,23.931967,166000,2021-12-21
24.200001,24.549999,23.91,24.530001,24.238281,116100,2021-12-22
24.83,24.85,24.49,24.49,24.198755,119500,2021-12-23
24.540001,24.98,24.120001,24.82,24.52483,126200,2021-12-27
24.610001,25.299999,24.610001,24.76,24.465546,113600,2021-12-28
24.700001,24.969999,24.59,24.790001,24.495188,108600,2021-12-29
24.700001,25.040001,24.43,24.440001,24.149351,121900,2021-12-30
24.549999,24.780001,24.33,24.65,24.356853,177800,2021-12-31
24.809999,25.719999,24.780001,25.15,24.850908,138200,2022-01-03
25.209999,25.549999,25.0,25.360001,25.058411,144400,2022-01-04
25.450001,25.959999,24.091,24.290001,24.001135,239600,2022-01-05
24.139999,24.67,24.07,24.42,24.129589,133100,2022-01-06
24.120001,24.535,23.67,23.74,23.457676,176400,2022-01-07
23.48,23.719999,22.870001,23.48,23.200766,230800,2022-01-10
23.42,23.530001,22.791,23.08,22.805525,143600,2022-01-11
23.059999,23.344,22.715,22.870001,22.598022,197600,2022-01-12
23.15,23.42,22.82,22.9,22.627665,183200,2022-01-13
22.559999,23.094999,22.559999,22.959999,22.686951,192400,2022-01-14
22.76,23.004999,21.959999,22.01,21.748249,202000,2022-01-18
22.01,22.450001,21.540001,21.65,21.39253,182900,2022-01-19
21.74,22.530001,21.389999,21.469999,21.21467,148600,2022-01-20
21.33,22.24,21.0,21.32,21.066454,259300,2022-01-21
20.799999,22.67,20.671,22.530001,22.262066,303400,2022-01-24
22.219999,22.49,21.6,22.24,21.975513,259300,2022-01-25
22.59,22.719999,21.198,21.42,21.165266,181800,2022-01-26
21.42,21.58,20.490999,20.719999,20.473589,193300,2022-01-27
20.879999,20.940001,20.09,20.76,20.513115,422600,2022-01-28
20.48,21.209999,20.1,21.17,20.91824,508200,2022-01-31
21.1,22.25,20.76,22.190001,21.926109,318000,2022-02-01
22.190001,22.34,20.549999,20.92,20.671211,610200,2022-02-02
20.91,21.610001,20.91,21.309999,21.056572,350500,2022-02-03
21.17,21.290001,20.25,20.77,20.522997,356700,2022-02-04
20.65,21.559999,20.65,21.18,20.92812,210900,2022-02-07
21.200001,21.92,21.08,21.870001,21.609915,177500,2022-02-08
21.870001,22.129999,21.139999,22.059999,21.797653,357900,2022-02-09
21.59,22.021999,20.83,20.969999,20.720617,175300,2022-02-10
21.120001,21.245001,20.565001,20.85,20.602045,201800,2022-02-11
20.700001,21.35,20.4,20.959999,20.710735,324600,2022-02-14
21.110001,21.709999,20.98,21.620001,21.362888,173100,2022-02-15
21.58,21.84,21.200001,21.440001,21.185028,169600,2022-02-16
21.110001,21.438999,20.969999,21.16,20.908356,260000,2022-02-17
21.0,21.629999,20.889999,21.02,20.770023,138800,2022-02-18
20.940001,21.690001,20.58,20.620001,20.374781,217300,2022-02-22
20.540001,20.540001,19.58,20.030001,19.791798,429700,2022-02-23
19.42,20.620001,18.257999,20.23,19.989418,784300,2022-02-24
20.23,21.59,20.23,21.450001,21.19491,284500,2022-02-25
21.17,21.527,20.67,20.99,20.740379,319800,2022-02-28
20.950001,21.08,20.309999,20.719999,20.473589,267300,2022-03-01
20.82,21.379999,20.74,21.049999,20.799665,169500,2022-03-02
22.0,22.65,21.559999,22.540001,22.271946,254600,2022-03-03
22.389999,22.5,21.551001,22.370001,22.103968,238000,2022-03-04
22.540001,22.57,21.51,21.66,21.402411,314100,2022-03-07
21.52,22.780001,21.459999,21.84,21.580271,206700,2022-03-08
22.49,22.65,22.040001,22.299999,22.0348,202500,2022-03-09
21.68,22.08,20.719999,21.65,21.39253,360600,2022-03-10
21.82,22.299999,21.08,21.84,21.580271,318200,2022-03-11
21.75,22.709999,21.57,21.780001,21.520985,242400,2022-03-14
21.870001,22.52,21.469999,22.0,21.738369,235900,2022-03-15
21.99,22.85,21.91,22.469999,22.317408,221400,2022-03-16
22.190001,23.200001,22.190001,23.129999,22.972927,211100,2022-03-17
22.93,23.629999,22.440001,23.18,23.022589,1721200,2022-03-18
23.15,23.209999,21.9,22.02,21.870466,243300,2022-03-21
22.51,23.02,22.299999,22.58,22.426662,343000,2022-03-22
22.200001,22.26,21.07,21.16,21.016304,232000,2022-03-23
21.24,21.485001,21.030001,21.4,21.254675,318300,2022-03-24
21.530001,22.15,21.33,21.889999,21.741346,238400,2022-03-25
21.790001,22.01,21.459999,21.92,21.771145,204200,2022-03-28
22.1,22.49,21.669001,22.049999,21.900261,228300,2022-03-29
21.92,22.110001,20.74,20.75,20.609089,320000,2022-03-30
20.83,20.950001,19.84,20.08,19.94364,345700,2022-03-31
20.51,20.559999,19.98,20.15,20.013163,332000,2022-04-01
20.15,21.040001,19.969999,20.950001,20.807732,248300,2022-04-04
20.93,21.48,20.809999,20.860001,20.718344,348700,2022-04-05
20.620001,20.74,19.620001,20.15,20.013163,277000,2022-04-06
20.280001,21.08,20.1,20.83,20.688545,319600,2022-04-07
20.67,21.504999,20.450001,21.040001,20.897121,291600,2022-04-08
21.030001,21.9,21.030001,21.26,21.115625,297000,2022-04-11
21.620001,22.23,21.15,21.219999,21.075897,215000,2022-04-12
21.1,21.719999,20.92,21.530001,21.383793,177300,2022-04-13
21.559999,21.825001,21.32,21.379999,21.23481,148100,2022-04-14
21.26,21.59,21.075001,21.200001,21.056034,140600,2022-04-18
21.299999,22.18,20.93,22.040001,21.890329,139700,2022-04-19
22.15,22.43,21.5,21.57,21.423521,166500,2022-04-20
21.75,21.75,20.950001,21.049999,20.907051,219100,2022-04-21
20.860001,20.99,20.42,20.48,20.340923,206000,2022-04-22
20.26,20.549999,19.700001,20.530001,20.390583,205400,2022-04-25
20.639999,21.629999,19.110001,19.73,19.596016,322700,2022-04-26
19.959999,20.450001,19.299999,19.51,19.37751,367600,2022-04-27
19.57,20.84,19.299999,20.66,20.519701,289400,2022-04-28
20.370001,21.139999,20.370001,20.530001,20.390583,255400,2022-04-29
20.629999,21.360001,20.43,21.34,21.195084,217900,2022-05-02
21.48,21.59,20.950001,21.32,21.175219,155700,2022-05-03
21.4,21.799999,20.860001,21.66,21.512909,320000,2022-05-04
21.389999,21.5,20.504999,21.08,20.936848,178200,2022-05-05
20.84,21.02,20.200001,20.26,20.122417,153000,2022-05-06
19.9,20.379999,19.85,20.09,19.953571,226500,2022-05-09
20.190001,20.290001,19.09,19.35,19.218597,278900,2022-05-10
19.51,19.860001,18.860001,19.09,18.960361,292800,2022-05-11
18.99,20.120001,18.98,19.99,19.85425,267400,2022-05-12
20.15,20.389999,19.73,19.99,19.85425,179900,2022-05-13
19.700001,20.17,19.17,19.889999,19.754929,204600,2022-05-16
20.309999,20.92,19.99,20.860001,20.718344,232800,2022-05-17
20.389999,20.66,19.26,19.620001,19.486763,338300,2022-05-18
19.18,19.719999,19.040001,19.049999,18.920633,223700,2022-05-19
19.120001,19.440001,17.26,18.17,18.04661,316400,2022-05-20
18.309999,18.35,17.68,17.99,17.867832,442500,2022-05-23
17.950001,18.0,17.27,17.66,17.540073,348200,2022-05-24
17.51,18.924999,17.379999,18.52,18.394234,341800,2022-05-25
18.889999,19.365,18.59,18.639999,18.513418,370800,2022-05-26
18.65,18.879999,18.370001,18.83,18.702127,212500,2022-05-27
18.959999,19.620001,18.51,19.559999,19.42717,374700,2022-05-31
19.559999,20.040001,17.9,17.950001,17.828104,272000,2022-06-01
17.92,18.559999,17.639999,18.52,18.394234,256600,2022-06-02
18.440001,18.49,17.985001,18.469999,18.344572,177500,2022-06-03
18.700001,18.93,18.190001,18.91,18.781584,195600,2022-06-06
18.41,19.360001,18.129999,19.280001,19.149073,381400,2022-06-07
19.17,19.445,18.780001,19.08,18.95043,173000,2022-06-08
19.030001,19.094999,18.709999,18.73,18.602806,173000,2022-06-09
18.309999,18.6,17.959999,17.959999,17.838036,231600,2022-06-10
17.5,17.778999,16.98,17.139999,17.023603,248500,2022-06-13
17.16,17.309999,16.440001,16.639999,16.526999,347400,2022-06-14
16.6,17.045,16.34,16.49,16.49,334100,2022-06-15
15.65,15.78,14.83,15.61,15.61,543200,2022-06-16
15.75,16.02,15.45,15.68,15.68,664700,2022-06-17
15.88,15.88,15.15,15.17,15.17,348200,2022-06-21
14.97,15.44,14.53,15.32,15.32,453800,2022-06-22
15.28,15.75,15.28,15.75,15.75,325100,2022-06-23
15.78,16.379999,15.76,16.18,16.18,706100,2022-06-24
16.370001,16.549,15.907,16.08,16.08,264000,2022-06-27
16.200001,16.41,15.31,15.34,15.34,166700,2022-06-28
15.08,15.08,14.455,14.79,14.79,448200,2022-06-29
14.5,14.74,14.17,14.55,14.55,236800,2022-06-30
14.46,14.84,14.34,14.75,14.75,218500,2022-07-01
14.58,15.37,14.26,15.37,15.37,413100,2022-07-05
